datetime;consommation;thermique;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques
2014-10-04;87355.0;168.0;0.0;10672.0;604.0;1810.0;-570.0;1531.0;73128.0
2014-10-05;80376.0;169.0;0.0;3208.0;1227.0;2608.0;-489.0;1484.0;72173.0
2014-10-06;105660.0;1044.0;0.0;13401.0;631.0;3439.0;-230.0;1423.0;85951.0
2014-10-07;109319.0;176.0;0.0;9277.0;1044.0;4038.0;-156.0;1525.0;93418.0
2014-10-08;109776.0;152.0;0.0;17136.0;745.0;4355.0;-50.0;1698.0;85737.0
2014-10-09;108860.0;320.0;0.0;16397.0;1082.0;4625.0;-49.0;1756.0;84732.0
2014-10-10;108379.0;148.0;0.0;6007.0;895.0;4722.0;-47.0;1780.0;94864.0
2014-10-11;91161.0;158.0;0.0;2474.0;1092.0;4661.0;-50.0;1820.0;81002.0
2014-10-12;88584.0;162.0;0.0;12693.0;125.0;4213.0;-168.0;1679.0;69874.0
2014-10-13;109746.0;189.0;0.0;10984.0;950.0;3966.0;-315.0;1524.0;92456.0
2014-10-14;115373.0;162.0;0.0;1341.0;1207.0;2737.0;-429.0;1473.0;108868.0
2014-10-15;116381.0;153.0;0.0;9346.0;341.0;1630.0;-385.0;1522.0;103761.0
2014-10-16;115835.0;412.0;0.0;10995.0;304.0;685.0;-139.0;1465.0;102097.0
2014-10-17;112085.0;167.0;0.0;13524.0;497.0;674.0;-293.0;1501.0;96021.0
2014-10-18;93254.0;171.0;0.0;15011.0;918.0;1037.0;-339.0;1524.0;74937.0
2014-10-19;83118.0;171.0;0.0;6678.0;998.0;1333.0;-390.0;1506.0;72818.0
2014-10-20;107540.0;176.0;0.0;2096.0;572.0;1944.0;-475.0;1512.0;101702.0
2014-10-21;113327.0;161.0;0.0;20541.0;790.0;2747.0;-386.0;1616.0;87845.0
2014-10-22;117180.0;219.0;0.0;4261.0;796.0;3307.0;-340.0;1671.0;107255.0
2014-10-23;121268.0;5247.0;0.0;3857.0;309.0;3677.0;-207.0;1737.0;106637.0
2014-10-24;117737.0;425.0;0.0;5629.0;297.0;3938.0;-95.0;1873.0;105667.0
2014-10-25;98489.0;641.0;0.0;507.0;510.0;4231.0;-46.0;1797.0;90847.0
2014-10-26;92385.0;658.0;0.0;2204.0;722.0;3853.0;-49.0;1879.0;83107.0
2014-10-27;112536.0;528.0;0.0;9663.0;1123.0;4135.0;-207.0;1611.0;95687.0
2014-10-28;117068.0;155.0;0.0;5884.0;939.0;4089.0;-325.0;1703.0;104620.0
2014-10-29;117352.0;313.0;0.0;3376.0;406.0;3699.0;-356.0;1688.0;108217.0
2014-10-30;114720.0;228.0;0.0;5102.0;936.0;2899.0;-395.0;1724.0;104223.0
2014-10-31;110757.0;517.0;0.0;9181.0;1003.0;2191.0;-496.0;1897.0;96463.0
2014-11-01;89925.0;3491.0;0.0;8728.0;855.0;1934.0;-557.0;1997.0;73475.0
2014-11-02;90282.0;3655.0;0.0;16087.0;393.0;2157.0;-550.0;1990.0;66543.0
2014-11-03;121132.0;3683.0;0.0;10680.0;284.0;2882.0;-429.0;1819.0;102215.0
2014-11-04;129620.0;3673.0;0.0;5517.0;835.0;3173.0;-213.0;1726.0;114914.0
2014-11-05;134598.0;3694.0;0.0;5326.0;658.0;3753.0;-190.0;1738.0;119635.0
2014-11-06;143765.0;3692.0;0.0;13246.0;363.0;4478.0;-145.0;1726.0;120406.0
2014-11-07;131613.0;3690.0;0.0;19925.0;772.0;4797.0;-109.0;1656.0;100892.0
2014-11-08;118711.0;3757.0;0.0;11657.0;318.0;4763.0;-117.0;1804.0;96524.0
2014-11-09;109058.0;3793.0;0.0;2423.0;870.0;4737.0;-174.0;1927.0;95481.0
2014-11-10;128286.0;3775.0;0.0;15869.0;643.0;4540.0;-239.0;1830.0;101871.0
2014-11-11;114235.0;4052.0;0.0;12843.0;198.0;4309.0;-402.0;1849.0;91381.0
2014-11-12;133091.0;4035.0;0.0;9237.0;662.0;3591.0;-424.0;1807.0;114189.0
2014-11-13;134521.0;4031.0;0.0;17601.0;379.0;2737.0;-463.0;1769.0;108463.0
2014-11-14;129067.0;4032.0;0.0;9978.0;656.0;1802.0;-312.0;1790.0;111133.0
2014-11-15;117533.0;4114.0;0.0;4256.0;411.0;1360.0;-345.0;1859.0;105872.0
2014-11-16;112679.0;4136.0;0.0;822.0;415.0;1254.0;-352.0;1876.0;104525.0
2014-11-17;140797.0;4036.0;0.0;5598.0;235.0;1654.0;-324.0;1720.0;127870.0
2014-11-18;140798.0;3891.0;0.0;2525.0;475.0;2290.0;-422.0;1666.0;130365.0
2014-11-19;144069.0;3985.0;0.0;5230.0;231.0;2943.0;-545.0;1672.0;130558.0
2014-11-20;140917.0;3918.0;0.0;4768.0;317.0;3503.0;-453.0;1840.0;127021.0
2014-11-21;138979.0;4013.0;0.0;6128.0;418.0;4075.0;-356.0;1839.0;122857.0
2014-11-22;113917.0;4110.0;0.0;2116.0;148.0;4314.0;-191.0;1985.0;101442.0
2014-11-23;111390.0;4183.0;0.0;12008.0;57.0;4333.0;-96.0;2019.0;88874.0
2014-11-24;142442.0;4165.0;0.0;11501.0;159.0;4722.0;-47.0;1895.0;120041.0
2014-11-25;145152.0;4296.0;0.0;1281.0;77.0;4877.0;-121.0;1844.0;132900.0
2014-11-26;141170.0;4329.0;0.0;822.0;147.0;4828.0;-234.0;1890.0;129391.0
2014-11-27;142010.0;4215.0;0.0;6225.0;359.0;4511.0;-275.0;1892.0;125087.0
2014-11-28;135425.0;4186.0;0.0;13579.0;580.0;4102.0;-369.0;1913.0;111435.0
2014-11-29;116724.0;4459.0;0.0;5493.0;449.0;3366.0;-488.0;2004.0;101448.0
2014-11-30;113556.0;4297.0;0.0;9003.0;273.0;2690.0;-531.0;1998.0;95835.0
2014-12-01;139688.0;4773.0;0.0;9221.0;171.0;2310.0;-360.0;1837.0;121726.0
2014-12-02;149471.0;4982.0;0.0;14441.0;90.0;2609.0;-355.0;1649.0;126055.0
2014-12-03;153533.0;4973.0;0.0;11853.0;334.0;3014.0;-367.0;1562.0;132158.0
2014-12-04;162285.0;4967.0;0.0;1022.0;97.0;3459.0;-293.0;1645.0;151384.0
2014-12-05;161602.0;4924.0;0.0;6772.0;207.0;3987.0;-241.0;1726.0;144225.0
2014-12-06;144923.0;5093.0;0.0;4799.0;602.0;4266.0;-202.0;1807.0;128564.0
2014-12-07;136007.0;5131.0;0.0;6355.0;175.0;3978.0;-151.0;1776.0;118745.0
2014-12-08;160296.0;5047.0;0.0;9832.0;446.0;3694.0;-146.0;1621.0;139799.0
2014-12-09;169896.0;5070.0;0.0;8224.0;286.0;3675.0;-187.0;1653.0;151172.0
2014-12-10;153722.0;4954.0;0.0;13962.0;183.0;3797.0;-258.0;1670.0;129409.0
2014-12-11;158500.0;4932.0;0.0;20275.0;283.0;3332.0;-255.0;1676.0;128251.0
2014-12-12;153303.0;4986.0;0.0;19198.0;100.0;3050.0;-349.0;1707.0;124608.0
2014-12-13;142576.0;5170.0;0.0;5829.0;454.0;2733.0;-368.0;1681.0;127087.0
2014-12-14;146807.0;5167.0;0.0;5652.0;540.0;1998.0;-342.0;1817.0;131970.0
2014-12-15;157897.0;5173.0;0.0;4590.0;130.0;1485.0;-151.0;1693.0;144971.0
2014-12-16;152997.0;5062.0;0.0;3711.0;407.0;1347.0;-142.0;1710.0;140907.0
2014-12-17;149919.0;5434.0;0.0;21084.0;86.0;2008.0;-410.0;1808.0;119920.0
2014-12-18;144124.0;5343.0;0.0;19569.0;122.0;2556.0;-541.0;1717.0;115354.0
2014-12-19;142794.0;5337.0;0.0;17289.0;94.0;2998.0;-440.0;1699.0;115820.0
2014-12-20;132142.0;5445.0;0.0;3165.0;215.0;3785.0;-283.0;1681.0;118142.0
2014-12-21;126000.0;5384.0;0.0;6762.0;113.0;4014.0;-293.0;1780.0;108244.0
2014-12-22;139599.0;5273.0;0.0;11611.0;138.0;4967.0;-235.0;1731.0;116115.0
2014-12-23;141669.0;5311.0;0.0;7893.0;116.0;5195.0;-149.0;1640.0;121670.0
2014-12-24;134994.0;4997.0;0.0;10265.0;102.0;5429.0;-170.0;1764.0;112611.0
2014-12-25;119535.0;5067.0;0.0;1884.0;374.0;5222.0;-113.0;1848.0;105249.0
2014-12-26;144565.0;5032.0;0.0;9974.0;98.0;4990.0;-128.0;1756.0;122841.0
2014-12-27;140661.0;5004.0;0.0;17909.0;201.0;4897.0;-252.0;1782.0;111133.0
2014-12-28;145274.0;4902.0;0.0;16376.0;746.0;4296.0;-392.0;1803.0;117534.0
2014-12-29;177398.0;4867.0;0.0;2954.0;772.0;3574.0;-496.0;1717.0;164013.0
2014-12-30;182435.0;4930.0;0.0;1436.0;714.0;2922.0;-497.0;1710.0;171227.0
2014-12-31;179915.0;5031.0;0.0;8309.0;488.0;2721.0;-548.0;1733.0;162186.0
2015-01-01;152210.0;4940.0;0.0;15882.0;300.0;2865.0;-524.0;1729.0;127037.0
2015-01-02;143073.0;5076.0;0.0;7818.0;478.0;3230.0;-443.0;1743.0;125169.0
2015-01-03;137189.0;5199.0;0.0;19632.0;83.0;3630.0;-405.0;1755.0;107306.0
2015-01-04;121940.0;5185.0;0.0;1320.0;167.0;4103.0;-342.0;1811.0;109693.0
2015-01-05;149019.0;5151.0;0.0;2050.0;180.0;4488.0;-354.0;1684.0;135819.0
2015-01-06;156823.0;5063.0;0.0;4343.0;237.0;4459.0;-317.0;1710.0;141338.0
2015-01-07;170401.0;5036.0;0.0;7610.0;386.0;4698.0;-275.0;1651.0;151296.0
2015-01-08;153369.0;5187.0;0.0;18161.0;512.0;4670.0;-328.0;1669.0;123505.0
2015-01-09;148027.0;5092.0;0.0;27772.0;157.0;4435.0;-378.0;1698.0;109268.0
2015-01-10;126756.0;5060.0;0.0;20594.0;138.0;4308.0;-375.0;1787.0;95246.0
2015-01-11;126949.0;5171.0;0.0;11374.0;643.0;3439.0;-435.0;1787.0;104966.0
2015-01-12;149520.0;5082.0;0.0;29598.0;183.0;2517.0;-286.0;1717.0;110703.0
2015-01-13;148159.0;5015.0;0.0;21871.0;540.0;2134.0;-246.0;1620.0;117219.0
2015-01-14;159936.0;5159.0;0.0;21549.0;480.0;1884.0;-253.0;1603.0;129516.0
2015-01-15;158730.0;5210.0;0.0;20494.0;243.0;1886.0;-207.0;1588.0;129520.0
2015-01-16;165213.0;5272.0;0.0;5444.0;535.0;2626.0;-431.0;1614.0;150156.0
2015-01-17;156106.0;5289.0;0.0;4507.0;689.0;3055.0;-542.0;1665.0;141453.0
2015-01-18;148718.0;5306.0;0.0;7154.0;140.0;3591.0;-429.0;1663.0;131294.0
2015-01-19;171161.0;5301.0;0.0;4148.0;576.0;4349.0;-290.0;1566.0;155512.0
2015-01-20;180344.0;5224.0;0.0;6554.0;291.0;4902.0;-214.0;1507.0;162080.0
2015-01-21;180542.0;5207.0;0.0;4416.0;176.0;5467.0;-123.0;1513.0;163886.0
2015-01-22;176655.0;5251.0;0.0;2204.0;719.0;5526.0;-48.0;1604.0;161398.0
2015-01-23;177679.0;5270.0;0.0;3177.0;816.0;5504.0;-51.0;1668.0;161294.0
2015-01-24;152490.0;5270.0;0.0;11316.0;769.0;4900.0;-97.0;1699.0;128632.0
2015-01-25;150214.0;5281.0;0.0;1702.0;359.0;4939.0;-241.0;1747.0;136423.0
2015-01-26;156086.0;5246.0;0.0;8696.0;230.0;4436.0;-244.0;1723.0;136007.0
2015-01-27;158352.0;5288.0;0.0;3224.0;256.0;3630.0;-420.0;1698.0;144679.0
2015-01-28;161062.0;5213.0;0.0;18262.0;267.0;2748.0;-433.0;1652.0;133350.0
2015-01-29;170114.0;5132.0;0.0;20798.0;144.0;2124.0;-422.0;1612.0;140721.0
2015-01-30;174922.0;5180.0;0.0;18398.0;484.0;2433.0;-430.0;1623.0;147237.0
2015-01-31;162321.0;5242.0;0.0;17455.0;386.0;2906.0;-489.0;1674.0;135149.0
2015-02-01;156080.0;5172.0;0.0;19172.0;764.0;3381.0;-501.0;1745.0;126341.0
2015-02-02;181163.0;5189.0;0.0;1566.0;652.0;4050.0;-367.0;1686.0;168398.0
2015-02-03;181852.0;5154.0;0.0;3275.0;471.0;4334.0;-325.0;1616.0;167336.0
2015-02-04;181881.0;5167.0;0.0;11237.0;720.0;4618.0;-305.0;1558.0;158893.0
2015-02-05;185110.0;6840.0;0.0;13734.0;381.0;4598.0;-254.0;1505.0;158312.0
2015-02-06;194700.0;9571.0;0.0;26889.0;932.0;4742.0;-249.0;1587.0;151227.0
2015-02-07;172343.0;5270.0;0.0;24927.0;1194.0;4687.0;-292.0;1545.0;135011.0
2015-02-08;150052.0;5240.0;0.0;15971.0;752.0;4514.0;-379.0;1559.0;122400.0
2015-02-09;168368.0;5660.0;0.0;2525.0;830.0;4365.0;-348.0;1409.0;153928.0
2015-02-10;175434.0;5238.0;0.0;6032.0;235.0;3315.0;-238.0;1170.0;159678.0
2015-02-11;172885.0;5212.0;0.0;3411.0;1166.0;2299.0;-183.0;1296.0;159686.0
2015-02-12;175020.0;5245.0;0.0;4317.0;582.0;1788.0;-197.0;1592.0;161683.0
2015-02-13;166424.0;5182.0;0.0;20429.0;403.0;1506.0;-200.0;1541.0;137565.0
2015-02-14;146789.0;5201.0;0.0;11789.0;455.0;1957.0;-481.0;1580.0;126291.0
2015-02-15;137482.0;5245.0;0.0;2028.0;800.0;2368.0;-533.0;1597.0;125987.0
2015-02-16;165466.0;5223.0;0.0;8497.0;208.0;2939.0;-469.0;1569.0;147495.0
2015-02-17;165183.0;5296.0;0.0;8460.0;1257.0;3553.0;-265.0;1611.0;145269.0
2015-02-18;164392.0;5316.0;0.0;1305.0;1322.0;4141.0;-124.0;1635.0;150803.0
2015-02-19;167093.0;5270.0;0.0;17275.0;552.0;4862.0;-45.0;1588.0;137592.0
2015-02-20;161875.0;5215.0;0.0;15452.0;266.0;5070.0;-47.0;1564.0;134356.0
2015-02-21;151303.0;5306.0;0.0;11069.0;930.0;5724.0;-52.0;1496.0;126834.0
2015-02-22;151861.0;5269.0;0.0;13872.0;509.0;5862.0;-98.0;1476.0;124979.0
2015-02-23;160646.0;5097.0;0.0;19123.0;897.0;5541.0;-169.0;1389.0;128776.0
2015-02-24;169275.0;5216.0;0.0;16820.0;1096.0;5311.0;-274.0;1382.0;139724.0
2015-02-25;155903.0;5071.0;0.0;11211.0;276.0;4309.0;-468.0;1439.0;134062.0
2015-02-26;155356.0;5579.0;0.0;12039.0;277.0;2981.0;-437.0;1547.0;133362.0
2015-02-27;160014.0;5022.0;0.0;5773.0;1056.0;2237.0;-470.0;1525.0;144885.0
2015-02-28;138689.0;5062.0;0.0;16270.0;330.0;2062.0;-449.0;1726.0;113698.0
2015-03-01;123491.0;5048.0;0.0;18183.0;376.0;2384.0;-462.0;1805.0;96158.0
2015-03-02;148492.0;5072.0;0.0;15575.0;1139.0;2870.0;-364.0;1608.0;122593.0
2015-03-03;150635.0;5114.0;0.0;10902.0;945.0;3808.0;-415.0;1559.0;128717.0
2015-03-04;155282.0;5199.0;0.0;9512.0;1276.0;4279.0;-378.0;1633.0;133755.0
2015-03-05;154477.0;5242.0;0.0;1714.0;1493.0;4543.0;-356.0;1583.0;140259.0
2015-03-06;148594.0;5405.0;0.0;5632.0;1424.0;4822.0;-331.0;1719.0;129929.0
2015-03-07;128548.0;5094.0;0.0;9349.0;1528.0;5018.0;-313.0;1808.0;106064.0
2015-03-08;115114.0;5243.0;0.0;3039.0;1300.0;4984.0;-345.0;1846.0;99045.0
2015-03-09;131064.0;5322.0;0.0;2240.0;572.0;4868.0;-324.0;1821.0;116559.0
2015-03-10;140751.0;5156.0;0.0;2713.0;468.0;4374.0;-317.0;1838.0;126526.0
2015-03-11;139381.0;5454.0;0.0;2090.0;580.0;3763.0;-261.0;1835.0;125912.0
2015-03-12;139075.0;5491.0;0.0;3711.0;829.0;3066.0;-345.0;1872.0;124452.0
2015-03-13;147300.0;5257.0;0.0;13303.0;436.0;2276.0;-332.0;1640.0;124724.0
2015-03-14;140243.0;5266.0;0.0;12182.0;567.0;1785.0;-360.0;1534.0;119264.0
2015-03-15;135428.0;5262.0;0.0;2960.0;356.0;1477.0;-353.0;1781.0;123942.0
2015-03-16;154935.0;5244.0;0.0;436.0;693.0;2046.0;-477.0;1775.0;145213.0
2015-03-17;146579.0;5306.0;0.0;3451.0;1235.0;2803.0;-465.0;1722.0;132521.0
2015-03-18;142485.0;5328.0;0.0;12858.0;1255.0;3474.0;-194.0;1778.0;117991.0
2015-03-19;148202.0;5165.0;0.0;19109.0;1169.0;4097.0;-83.0;1836.0;116921.0
2015-03-20;157043.0;7637.0;0.0;17363.0;252.0;4668.0;-48.0;1786.0;125385.0
2015-03-21;135589.0;5262.0;0.0;16647.0;1180.0;4840.0;-52.0;1791.0;105924.0
2015-03-22;129793.0;5064.0;0.0;14520.0;746.0;4731.0;-50.0;1827.0;102969.0
2015-03-23;150146.0;4883.0;0.0;4430.0;1365.0;4918.0;-84.0;1742.0;132886.0
2015-03-24;151551.0;4951.0;0.0;6968.0;1052.0;4764.0;-181.0;1656.0;132339.0
2015-03-25;153420.0;5345.0;0.0;5049.0;1437.0;4554.0;-250.0;1629.0;135648.0
2015-03-26;149410.0;5093.0;0.0;14124.0;931.0;3680.0;-438.0;1641.0;124376.0
2015-03-27;150473.0;5248.0;0.0;5031.0;569.0;2408.0;-405.0;1729.0;135891.0
2015-03-28;123134.0;5191.0;0.0;18237.0;724.0;1463.0;-388.0;1882.0;96020.0
2015-03-29;118115.0;5143.0;0.0;29679.0;243.0;1125.0;-403.0;1888.0;80444.0
2015-03-30;135238.0;5182.0;0.0;20196.0;696.0;1446.0;-364.0;1816.0;106262.0
2015-03-31;135352.0;5082.0;0.0;27647.0;1326.0;1809.0;-465.0;1855.0;98089.0
2015-04-01;140143.0;526.0;0.0;9105.0;1188.0;2495.0;-445.0;1784.0;125484.0
2015-04-02;139599.0;106.0;0.0;8213.0;638.0;2789.0;-377.0;1795.0;126433.0
2015-04-03;138268.0;38.0;0.0;10863.0;708.0;3721.0;-342.0;1768.0;121514.0
2015-04-04;126759.0;0.0;0.0;10797.0;494.0;4227.0;-321.0;1825.0;109738.0
2015-04-05;117947.0;0.0;0.0;11323.0;1676.0;4101.0;-161.0;1786.0;99220.0
2015-04-06;115746.0;0.0;0.0;11203.0;1980.0;4616.0;-193.0;1670.0;96471.0
2015-04-07;128301.0;13.0;0.0;8762.0;1974.0;3889.0;-218.0;1553.0;112318.0
2015-04-08;125421.0;2.0;0.0;8874.0;1983.0;4267.0;-284.0;1409.0;109163.0
2015-04-09;120532.0;0.0;0.0;4996.0;1830.0;3925.0;-356.0;1264.0;108860.0
2015-04-10;115760.0;0.0;0.0;6748.0;1438.0;3311.0;-410.0;1266.0;103395.0
2015-04-11;100918.0;6.0;0.0;6734.0;1158.0;2547.0;-450.0;1634.0;89282.0
2015-04-12;94426.0;1.0;0.0;3264.0;1909.0;1871.0;-464.0;1727.0;86114.0
2015-04-13;109913.0;94.0;0.0;1456.0;1955.0;1287.0;-347.0;1659.0;103797.0
2015-04-14;107855.0;10.0;0.0;1635.0;1957.0;1723.0;-469.0;1662.0;101331.0
2015-04-15;104949.0;22.0;0.0;2276.0;1801.0;2296.0;-447.0;1689.0;97304.0
2015-04-16;104177.0;1204.0;0.0;2253.0;1166.0;3273.0;-252.0;1835.0;94699.0
2015-04-17;104579.0;10.0;0.0;1338.0;818.0;3907.0;-158.0;1858.0;96799.0
2015-04-18;94178.0;21.0;0.0;13533.0;1017.0;4218.0;-72.0;1917.0;73548.0
2015-04-19;89756.0;18.0;0.0;18239.0;2100.0;4522.0;-47.0;1863.0;63061.0
2015-04-20;109626.0;10.0;0.0;6736.0;1949.0;4682.0;-48.0;1759.0;94537.0
2015-04-21;108455.0;901.0;0.0;9751.0;2010.0;4533.0;-92.0;1769.0;89591.0
2015-04-22;106101.0;303.0;0.0;11832.0;1980.0;4259.0;-166.0;1768.0;86117.0
2015-04-23;105389.0;1261.0;0.0;3922.0;1882.0;3897.0;-264.0;1813.0;92870.0
2015-04-24;106607.0;4.0;0.0;2876.0;1009.0;3213.0;-481.0;1859.0;98119.0
2015-04-25;93284.0;8.0;0.0;8384.0;1001.0;2205.0;-459.0;1831.0;80295.0
2015-04-26;87032.0;5.0;0.0;2339.0;863.0;1340.0;-407.0;1845.0;81038.0
2015-04-27;109555.0;20.0;0.0;7224.0;1874.0;925.0;-252.0;1694.0;98083.0
2015-04-28;117311.0;22.0;0.0;2767.0;1514.0;1117.0;-432.0;1592.0;110724.0
2015-04-29;122130.0;24.0;0.0;7971.0;1178.0;1478.0;-441.0;1604.0;110300.0
2015-04-30;125625.0;13.0;0.0;2680.0;537.0;2092.0;-515.0;1709.0;119107.0
2015-05-01;102540.0;15.0;0.0;5081.0;614.0;2915.0;-486.0;1767.0;92621.0
2015-05-02;104511.0;12.0;0.0;7849.0;438.0;3331.0;-361.0;1832.0;91401.0
2015-05-03;92993.0;21.0;0.0;20652.0;1204.0;3775.0;-259.0;1841.0;65748.0
2015-05-04;113461.0;16.0;0.0;6230.0;580.0;3572.0;-131.0;1769.0;101420.0
2015-05-05;115018.0;52.0;0.0;26486.0;1740.0;3791.0;-196.0;1681.0;81459.0
2015-05-06;116974.0;53.0;0.0;22980.0;1757.0;3986.0;-232.0;1686.0;86740.0
2015-05-07;117414.0;31.0;0.0;2144.0;1188.0;4010.0;-212.0;1689.0;108560.0
2015-05-08;97170.0;14.0;0.0;9358.0;857.0;3673.0;-252.0;1786.0;81723.0
2015-05-09;94601.0;16.0;0.0;11112.0;1087.0;3396.0;-344.0;1876.0;77459.0
2015-05-10;85331.0;25.0;0.0;3827.0;1868.0;2753.0;-473.0;1951.0;75371.0
2015-05-11;103107.0;23.0;0.0;1599.0;1704.0;2308.0;-476.0;1892.0;96039.0
2015-05-12;105197.0;37.0;0.0;2029.0;1817.0;1678.0;-229.0;1855.0;98008.0
2015-05-13;105380.0;80.0;0.0;5741.0;1155.0;2296.0;-510.0;1904.0;94721.0
2015-05-14;89687.0;26.0;0.0;14154.0;1425.0;2457.0;-377.0;1879.0;70124.0
2015-05-15;101416.0;20.0;0.0;3019.0;1341.0;2907.0;-207.0;1741.0;92604.0
2015-05-16;91068.0;23.0;0.0;4623.0;1388.0;3387.0;-180.0;1869.0;79963.0
2015-05-17;84364.0;27.0;0.0;1934.0;1985.0;3867.0;-136.0;1931.0;74762.0
2015-05-18;107715.0;15.0;0.0;10904.0;928.0;4119.0;-113.0;1787.0;90071.0
2015-05-19;113620.0;12.0;0.0;14809.0;1742.0;4237.0;-154.0;1726.0;91239.0
2015-05-20;114569.0;14.0;0.0;6801.0;1860.0;3945.0;-137.0;1740.0;100347.0
2015-05-21;113746.0;21.0;0.0;2536.0;1714.0;4097.0;-233.0;1808.0;103800.0
2015-05-22;111090.0;20.0;0.0;1083.0;1338.0;3817.0;-277.0;1928.0;103172.0
2015-05-23;92217.0;30.0;0.0;2429.0;1383.0;3191.0;-380.0;1965.0;83614.0
2015-05-24;80711.0;35.0;0.0;1919.0;1701.0;2524.0;-481.0;1925.0;73092.0
2015-05-25;82335.0;29.0;0.0;4643.0;1806.0;1761.0;-431.0;1933.0;72594.0
2015-05-26;102600.0;27.0;0.0;3019.0;1856.0;1093.0;-346.0;1871.0;95077.0
2015-05-27;104462.0;23.0;0.0;1343.0;1984.0;857.0;-277.0;1853.0;98668.0
2015-05-28;104876.0;24.0;0.0;2141.0;1289.0;942.0;-304.0;1829.0;98952.0
2015-05-29;105115.0;44.0;0.0;8648.0;1119.0;1334.0;-284.0;1780.0;92468.0
2015-05-30;88565.0;30.0;0.0;3540.0;1692.0;1917.0;-452.0;1443.0;80396.0
2015-05-31;81896.0;29.0;0.0;12943.0;571.0;2672.0;-415.0;1488.0;64599.0
2015-06-01;103617.0;16.0;0.0;12063.0;1933.0;2987.0;-283.0;1427.0;85469.0
2015-06-02;108688.0;20.0;0.0;25468.0;605.0;3586.0;-306.0;1374.0;77939.0
2015-06-03;105232.0;20.0;0.0;3198.0;1953.0;3949.0;-304.0;1380.0;95035.0
2015-06-04;105064.0;95.0;0.0;4328.0;2000.0;4301.0;-262.0;1292.0;93306.0
2015-06-05;102152.0;20.0;0.0;3762.0;1621.0;4246.0;-261.0;1326.0;91442.0
2015-06-06;84570.0;25.0;0.0;3320.0;2259.0;4251.0;-253.0;1420.0;73556.0
2015-06-07;76958.0;26.0;0.0;10299.0;2316.0;3991.0;-293.0;1326.0;59304.0
2015-06-08;97882.0;26.0;0.0;21757.0;2371.0;3624.0;-397.0;1581.0;68922.0
2015-06-09;102174.0;28.0;0.0;25259.0;2027.0;3193.0;-519.0;1580.0;70611.0
2015-06-10;104095.0;29.0;0.0;23163.0;1304.0;2438.0;-279.0;1742.0;75700.0
2015-06-11;104746.0;29.0;0.0;3241.0;1025.0;2593.0;-562.0;1737.0;96690.0
2015-06-12;103247.0;32.0;0.0;2939.0;815.0;2680.0;-548.0;1742.0;95604.0
2015-06-13;85051.0;32.0;0.0;2751.0;1922.0;2864.0;-482.0;1782.0;76195.0
2015-06-14;77294.0;37.0;0.0;3298.0;1703.0;3356.0;-433.0;1829.0;67513.0
2015-06-15;98593.0;35.0;0.0;2719.0;1342.0;3756.0;-349.0;1806.0;89298.0
2015-06-16;101967.0;34.0;0.0;4929.0;2210.0;4042.0;-311.0;1769.0;89303.0
2015-06-17;102201.0;431.0;0.0;2285.0;2138.0;4222.0;-313.0;1760.0;91670.0
2015-06-18;103061.0;1253.0;0.0;3669.0;1192.0;4293.0;-286.0;1771.0;91154.0
2015-06-19;100699.0;13.0;0.0;3615.0;2242.0;4240.0;-287.0;1794.0;89074.0
2015-06-20;83584.0;37.0;0.0;1871.0;2079.0;3996.0;-343.0;1796.0;74156.0
2015-06-21;76009.0;129.0;0.0;2036.0;1969.0;3565.0;-345.0;1789.0;66873.0
2015-06-22;98411.0;77.0;0.0;5315.0;1057.0;2587.0;-360.0;1779.0;87958.0
2015-06-23;101505.0;33.0;0.0;1717.0;2134.0;1605.0;-196.0;1620.0;94577.0
2015-06-24;101734.0;21.0;0.0;2170.0;2156.0;1121.0;-156.0;1649.0;94758.0
2015-06-25;102693.0;14.0;0.0;2081.0;2156.0;929.0;-219.0;1692.0;96029.0
2015-06-26;102048.0;257.0;0.0;5584.0;1619.0;1020.0;-293.0;1733.0;92116.0
2015-06-27;84703.0;35.0;0.0;1205.0;2141.0;1399.0;-483.0;1792.0;78626.0
2015-06-28;76078.0;36.0;0.0;1801.0;2097.0;1497.0;-542.0;1857.0;69331.0
2015-06-29;99101.0;109.0;0.0;894.0;1970.0;2130.0;-434.0;1817.0;92623.0
2015-06-30;104041.0;1369.0;0.0;7779.0;2119.0;2257.0;-347.0;1649.0;89221.0
2015-07-01;103792.0;1696.0;0.0;3722.0;1547.0;1.0;-7.0;1500.0;95342.0
2015-07-02;103503.0;825.0;0.0;1944.0;1284.0;71.0;-100.0;1694.0;97804.0
2015-07-03;102876.0;35.0;0.0;5076.0;1751.0;2130.0;-28.0;1778.0;92142.0
2015-07-04;85758.0;41.0;0.0;5349.0;1977.0;1871.0;-28.0;1820.0;74748.0
2015-07-05;75748.0;39.0;0.0;4251.0;1717.0;4305.0;-45.0;1788.0;63706.0
2015-07-06;98658.0;60.0;0.0;3559.0;2198.0;4249.0;-139.0;1647.0;87103.0
2015-07-07;102930.0;45.0;0.0;10191.0;1342.0;4026.0;-226.0;1687.0;85889.0
2015-07-08;101293.0;23.0;0.0;9139.0;1114.0;3704.0;-379.0;1638.0;86049.0
2015-07-09;102687.0;347.0;0.0;2058.0;2042.0;3107.0;-473.0;1599.0;93996.0
