;ff;ff;ff;ff;precip;precip;precip;precip;hu;hu;hu;hu;t;t;t;t
;min;mean;max;sum;min;mean;max;sum;min;mean;max;sum;min;mean;max;sum
datetime;;;;;;;;;;;;;;;;
2016-09-30;0.0;2.1644921552436003;7.7;20969.6;0.0;0.010817506193228736;3.9;104.8;46.0;86.57340348705252;100.0;839156.0;280.55;286.48046214153084;293.15;2777141.6
2016-10-01;0.0;4.269678796503354;13.5;42005.1;0.0;0.010595891803945495;2.4;104.2;40.0;79.12624517178288;100.0;778444.0;278.05;285.7755946330555;293.15;2811460.3
2016-10-02;0.0;1.9310623911484477;9.8;18849.1;0.0;0.0011591255719369598;1.2;11.4;36.0;77.52587697000509;100.0;762467.0;274.95;285.03023385866805;293.45;2803272.35
2016-10-03;0.0;3.3899358909127915;10.7;33312.9;0.0;0.0009661344452354318;3.0;9.5;35.0;71.11888538594529;100.0;699312.0;273.45;286.091269195566;293.95;2813135.45
2016-10-04;0.0;4.0944557477110886;14.4;40248.5;0.0;0.011715651378012814;2.4;115.2;41.0;67.02684836774128;100.0;659075.0;279.05;287.3506101901759;294.35;2825518.55
2016-10-05;0.0;2.7964256619144603;11.9;27460.9;0.0;0.0008757637474541752;0.4;8.6;45.0;78.24002036659878;100.0;768317.0;280.05;286.8671384928717;294.25;2817035.3
2016-10-06;0.0;4.680370031513673;15.8;46040.8;0.0;4.066280370031514e-05;0.4;0.4;28.0;63.844871403883296;98.0;628042.0;276.45;284.1536799837349;291.25;2795219.75
2016-10-07;0.0;2.2635728952772074;10.4;22047.2;0.0;8.211023298778611e-05;0.2;0.8;53.0;77.88894590988401;99.0;758872.0;273.75;283.0717078928461;289.15;2757967.65
2016-10-08;0.0;2.1981990231990234;8.8;21603.9;0.0;0.0005291005291005291;0.6;5.2;45.0;78.77706552706553;99.0;774221.0;278.35;285.5890923890924;292.75;2806769.6
2016-10-09;0.0;2.531940632306598;10.7;24906.7;0.0;0.0042594286876080105;1.6;41.9;39.0;83.46691064348887;100.0;821064.0;275.35;284.4786469452069;291.85;2798416.45
2016-10-10;0.0;2.1045319693094626;12.1;20571.8;0.0;0.0006923938499134508;0.4;6.800000000000001;32.0;78.93666632725791;100.0;775237.0;272.95;283.81050300376745;291.95;2787302.95
2016-10-11;0.0;3.6637297792247434;14.6;36010.8;0.0;0.00010164667615368977;0.2;1.0;41.0;72.4365724740801;100.0;712631.0;274.55;283.79123805651557;291.15;2791938.2
2016-10-12;0.0;5.048490393412626;14.5;49662.0;0.0;6.099420555047271e-05;0.2;0.6000000000000001;34.0;68.78865507776761;98.0;676674.0;274.85;283.2202958218969;289.55;2786038.05
2016-10-13;0.0;4.09743826211702;11.7;39986.9;0.0;0.00018315018315018315;0.2;1.8;38.0;74.5556007732221;100.0;732807.0;273.65;282.97805982297285;289.95;2781391.35
2016-10-14;0.0;2.0283408717105265;11.7;19731.7;0.0;0.0036871053167651254;1.6;36.2;46.0;82.22132817274394;100.0;807249.0;273.85;282.8333163577103;290.15;2776857.5
2016-10-15;0.0;3.9762647898816814;15.1;38983.3;0.0;0.025303540455055607;4.6;248.0;62.0;87.25140234574197;100.0;855500.0;275.15;284.76065782763897;290.45;2792078.25
2016-10-16;0.0;4.415055951169888;15.6;43400.0;0.0;0.034720667548590614;9.4;341.2;50.0;85.02787385554426;100.0;835824.0;281.95;287.2882706002035;293.95;2824043.7
2016-10-17;0.0;2.882671740024681;9.3;28031.1;0.0;0.00341757904430574;2.0;33.4;46.0;85.6767955801105;100.0;837405.0;278.05;286.0223887468031;293.85;2795868.85
2016-10-18;0.0;3.2066273032678407;12.8;31498.7;0.0;0.005513733468972533;1.0;54.2;60.0;86.51993896236013;100.0;850491.0;275.65;284.07487283825026;290.45;2792456.0
2016-10-19;0.0;2.3216083987361125;10.8;22777.3;0.0;0.0010983423166887013;0.6;10.8;47.0;82.06620563408929;100.0;806957.0;275.45;283.2580646801586;289.55;2785276.55
2016-10-20;0.0;2.228882778286995;8.7;21885.4;0.0;0.004281936533767291;1.4;42.1;46.0;82.51230675345809;100.0;811261.0;276.55;283.7083096013019;289.95;2789420.1
2016-10-21;0.0;2.0471055041204598;10.3;20121.0;0.0;0.0013630352965110365;1.4;13.4;44.0;83.7032855253789;100.0;822887.0;275.25;283.4077967653341;290.55;2786182.05
2016-10-22;0.0;3.2785685237901587;14.7;32248.0;0.0;0.0004269160398454971;0.2;4.2;49.0;81.84785039129993;100.0;805301.0;273.25;282.5173137513975;289.35;2779687.85
2016-10-23;0.0;4.585797130939058;17.8;45073.8;0.0;0.04673990438409114;2.0;459.5;67.0;90.67117575264443;100.0;891479.0;277.65;282.2604353132628;289.65;2775184.6
2016-10-24;0.0;2.127702633987593;12.7;20921.7;0.0;0.01821788220933781;3.4;179.1;56.0;91.95413403844198;100.0;904185.0;279.45;285.4307320793086;292.45;2807211.25
2016-10-25;0.0;1.339739148155696;5.1;13148.2;0.0;0.0013830977321265129;0.2;13.600000000000001;53.0;93.10351840553183;100.0;915580.0;276.45;284.45669107179174;292.45;2797347.1
2016-10-26;0.0;1.4050709111315172;5.0;13771.1;0.0;0.000977497199877813;0.2;9.600000000000001;58.0;96.08635437881874;100.0;943568.0;275.55;283.4269168109154;291.55;2783535.75
2016-10-27;0.0;1.665761258041458;7.5;16312.8;0.0;0.0005141388174807198;0.2;5.0;14.0;95.01714810656324;100.0;930883.0;277.05;282.98815695479135;288.85;2773000.95
2016-10-28;0.0;3.0624503917777552;11.2;30094.7;0.0;0.00031282586027111576;0.2;3.0;61.0;89.28748323186461;100.0;865285.0;276.45;283.8149944031749;290.65;2789049.95
2016-10-29;0.0;3.5299257450920556;11.0;34702.7;0.0;0.0006671531324924424;0.2;6.4;58.0;87.95636853559954;100.0;848691.0;247.45;283.51548545678;291.15;2768245.2
2016-10-30;0.0;2.8513125763125764;10.8;28022.7;0.0;0.00012514339347168634;0.2;1.2000000000000002;47.0;85.42721257237386;100.0;826252.0;252.65;285.4064890991362;292.55;2775292.7
2016-10-31;0.0;2.514489359535689;8.7;24694.8;0.0;0.0005633802816901409;0.2;5.4;38.0;79.82951601202197;100.0;770275.0;276.45;285.2857016171101;294.55;2734463.45
2016-11-01;0.0;1.5893805309734514;6.7;15625.2;0.0;0.0008758210822646231;0.2;8.4;54.0;87.36486768076682;100.0;838528.0;273.95;284.11628440366974;293.65;2725243.4
2016-11-02;0.0;2.608107557547362;11.3;25606.4;0.0;0.0011745312178034206;0.4;11.4;62.0;91.49264015032884;100.0;876408.0;273.95;283.3177677472302;291.45;2761781.6
2016-11-03;0.0;2.053944020356234;7.7;20180.0;0.0;0.0008346905537459285;0.4;8.200000000000001;46.0;83.7526343244653;100.0;802769.0;270.85;280.2790279898219;287.95;2753741.45
2016-11-04;0.0;3.155117629086465;13.9;30980.1;0.0;0.021771894093686357;2.3;213.8;63.0;89.92536534446764;100.0;861485.0;275.05;282.5141955193483;287.85;2774289.4
2016-11-05;0.0;3.0935782617545287;13.6;30397.5;0.0;0.012222674536942806;2.7;120.10000000000001;47.0;82.85564466378779;100.0;805854.0;273.55;280.82674536942807;287.45;2759403.6
2016-11-06;0.0;3.2891200163148775;16.5;32256.4;0.0;0.01978424587828211;2.1;194.4;47.0;81.64370038672908;100.0;802231.0;272.35;278.93490738856093;284.45;2740814.4
2016-11-07;0.0;4.3683122964169385;15.2;42914.3;0.0;0.01250636521030655;2.1;122.80000000000001;14.0;79.88529262086514;100.0;784873.0;273.25;279.88659678404235;285.05;2750165.7
2016-11-08;0.0;3.5873689567430027;19.0;35245.9;0.0;0.040687970690006105;4.1;399.8;58.0;86.45288011398331;100.0;849486.0;271.75;280.60251373905965;286.55;2757200.3
2016-11-09;0.0;7.321847969878905;21.4;71951.8;0.0;0.029866693802788235;3.5;293.5;58.0;79.82875457875458;100.0;784557.0;279.15;283.3323667073667;286.85;2784590.5
2016-11-10;0.0;5.522404482934284;16.6;54202.4;0.0;0.013009866748041908;2.1;127.9;63.0;85.4060211554109;98.0;839712.0;279.15;283.99065296989426;288.05;2792196.1
2016-11-11;0.0;2.311427989407211;12.4;22693.6;0.0;0.00046852719494805466;0.4;4.6000000000000005;47.0;82.10571341277115;100.0;806196.0;274.25;282.61191058152565;288.05;2774966.35
2016-11-12;0.0;4.505628498727735;13.4;44267.8;0.0;0.04315660934160985;2.7;424.1;76.0;93.40409077032665;100.0;917882.0;278.45;285.2887096774193;289.55;2803532.15
2016-11-13;0.0;3.508667753106539;11.8;34448.1;0.0;0.00014246463824157935;0.2;1.4000000000000001;60.0;83.50208608934568;100.0;820575.0;277.15;283.75191309657066;288.15;2788430.05
2016-11-14;0.0;1.8772022332506202;6.7;18156.3;0.0;0.0003100454733360893;0.2;3.0;62.0;88.57968168664738;100.0;857097.0;274.35;282.83639933856966;288.25;2736725.0
2016-11-15;0.0;3.370978510327561;10.5;32314.2;0.0;0.004213160913546773;0.8;40.4;77.0;93.68540145985402;100.0;898443.0;281.45;285.1931908237748;287.45;2735002.7
2016-11-16;0.0;4.812065546393905;11.6;46104.4;0.0;0.0091411875195659;0.6;87.60000000000001;75.0;93.31889804862777;100.0;894275.0;280.75;285.0916257956798;288.85;2732033.05
2016-11-17;0.0;6.930696994991653;19.9;66423.8;0.0;0.026309200918005426;3.5;252.20000000000002;66.0;86.95003650777095;100.0;833590.0;279.55;284.74403358714926;288.25;2729841.05
2016-11-18;0.5;6.198825521108877;21.3;58585.1;0.0;0.015171392297926365;1.2;143.4;52.0;78.23841760101544;97.0;739666.0;276.05;280.605267611593;285.95;2652842.2
2016-11-19;0.0;6.624491761181254;26.6;61912.5;0.0;0.06160265325772976;4.2;575.8000000000001;56.0;83.0587102983638;100.0;776682.0;272.85;281.24169072826436;287.65;2629891.05
2016-11-20;0.0;5.6833707865168535;22.5;53111.1;0.0;0.0234431842499465;2.5;219.1;71.0;87.08676580721087;100.0;814000.0;279.95;284.16452872579436;288.25;2656085.85
2016-11-21;0.0;6.842362896315339;23.6;63880.3;0.0;0.06279867138112076;4.9;586.1;67.0;87.1337688765128;100.0;813568.0;279.25;283.46745742743923;287.35;2646735.65
2016-11-22;0.0;3.6654249001187775;17.6;33945.5;0.0;0.0036552395371471833;1.2;33.800000000000004;57.0;83.01111950771889;100.0;768932.0;272.95;280.6348969016517;286.35;2599521.05
2016-11-23;0.0;4.383786701208981;17.8;40611.4;0.0;0.03877793371477923;1.7;359.2;65.0;90.69087965461414;100.0;840251.0;272.55;280.8704964921748;286.25;2602265.15
2016-11-24;0.0;6.813811207543127;21.4;63593.3;0.0;0.00201327907474834;0.4;18.8;71.0;86.61105161704862;100.0;808774.0;281.95;284.6557614050118;287.45;2658115.5
2016-11-25;1.3;6.1010085996390275;18.9;57465.4;0.0;0.00019100169779286927;0.2;1.8;71.0;85.8149602122016;100.0;808806.0;279.05;282.49394694960216;286.65;2662505.45
2016-11-26;0.0;3.417926791114819;11.5;32774.5;0.0;0.00043804755944931164;0.2;4.2;75.0;89.51433934716863;100.0;858353.0;278.35;282.08275628324117;285.95;2704891.55
2016-11-27;0.5;5.104538814691152;17.8;48921.9;0.0;4.17144644905621e-05;0.2;0.4;63.0;85.3939520333681;100.0;818928.0;276.15;281.12929092805007;285.65;2696029.9
2016-11-28;0.0;6.139789100020882;18.7;58806.9;0.0;0.0;0.0;0.0;36.0;64.37763404965575;87.0;617124.0;272.25;279.34154929577466;284.05;2677488.75
2016-11-29;0.0;4.400281984334203;16.1;42132.7;0.0;0.0;0.0;0.0;38.0;70.1703216374269;91.0;671951.0;270.25;275.2119569757728;281.75;2635429.7
2016-11-30;0.0;2.830708167954878;10.2;27101.2;0.0;6.265664160401004e-05;0.2;0.6000000000000001;57.0;79.02025686540671;100.0;756777.0;268.65;276.48945912081024;284.65;2647939.55
2016-12-01;0.0;2.506321059768436;8.5;24028.1;0.0;0.00043818466353677624;0.4;4.2;55.0;83.94440388025451;100.0;804775.0;268.95;278.25088661729427;286.05;2667591.25
2016-12-02;0.0;3.7798893759131706;15.1;36218.9;0.0;0.0005425709515859766;0.4;5.2;66.0;88.0699008868023;100.0;844150.0;270.25;277.30336463223784;283.55;2657952.75
2016-12-03;0.0;5.099311567747992;15.1;48887.1;0.0;0.00012519561815336466;0.2;1.2000000000000002;60.0;78.94022532860421;98.0;756721.0;270.85;278.74124765282704;284.35;2672013.6
2016-12-04;0.0;4.14303586321935;11.8;39740.0;0.0;2.0848535390388826e-05;0.2;0.2;64.0;86.14019178653325;99.0;826429.0;272.05;276.78808630393996;283.35;2655504.9
2016-12-05;0.0;2.9175531914893615;8.9;27973.5;0.0;0.0001252217468433685;0.2;1.2000000000000002;63.0;88.24940022947742;100.0;846047.0;273.15;281.07494002294777;288.95;2694665.45
2016-12-06;0.0;2.739493937796521;9.9;25984.1;0.0;0.0006109765090066366;0.2;5.800000000000001;74.0;94.82220349694543;100.0;900242.0;272.85;282.3714767221403;287.35;2680834.8
2016-12-07;0.0;3.755891270256142;10.6;35925.1;0.0;0.0004590027122887545;0.2;4.4;62.0;89.64049629861329;100.0;859742.0;273.75;283.33852048795745;288.75;2717499.75
2016-12-08;0.0;3.770400500625782;11.7;36150.6;0.0;0.00027103096007505473;0.2;2.6;64.0;91.79633104023348;100.0;880694.0;273.85;283.67173233270796;289.25;2721546.6
2016-12-09;0.0;3.67151388161341;10.8;35044.6;0.0;0.00043791054113231155;0.2;4.2;63.0;92.32846867507557;100.0;885707.0;277.45;283.54118106952984;288.15;2720010.55
2016-12-10;0.0;4.100314960629921;11.6;39055.5;0.0;0.005296632259409864;1.2;50.800000000000004;57.0;89.10957047539617;100.0;854739.0;278.05;284.26929733110927;290.15;2726711.1
2016-12-11;0.0;2.5439441317490097;9.5;24406.6;0.0;0.004461121534292267;0.4;42.800000000000004;73.0;95.89920783823223;100.0;920057.0;275.05;282.41826141338333;286.15;2709520.8
2016-12-12;0.0;3.1736759142496846;10.1;30200.7;0.0;0.010017795456924527;1.4;95.7;75.0;95.9447294043756;100.0;916560.0;278.65;284.74271433057675;287.25;2720147.15
2016-12-13;0.0;4.248550271172299;12.3;40735.1;0.0;0.0005633215105361987;0.4;5.4;72.0;92.13172715894869;100.0;883359.0;278.45;284.8790675844806;288.85;2731420.5
2016-12-14;0.0;3.770520050125313;12.6;36106.5;0.0;0.0002923366047191481;0.4;2.8000000000000003;67.0;90.24378784714972;100.0;864355.0;275.35;282.0867091250783;286.65;2701826.5
2016-12-15;0.0;3.564194053208138;12.5;34162.8;0.0;0.000813856427378965;0.6;7.800000000000001;75.0;92.68544600938966;100.0;888390.0;275.55;283.04141366718835;287.05;2712951.95
2016-12-16;0.0;2.5378702544847727;10.8;24333.1;0.0;0.000438093251277772;0.2;4.2;63.0;90.83415041201627;100.0;870827.0;273.95;282.1188745175759;286.95;2704673.65
2016-12-17;0.0;1.5217518248175184;6.6;14593.6;0.0;0.0008550573514077165;0.2;8.200000000000001;64.0;95.10855057351408;100.0;912091.0;272.55;279.4698540145985;287.45;2680115.9
2016-12-18;0.0;2.016546687532603;7.5;19328.6;0.0;0.000813856427378965;0.2;7.800000000000001;63.0;96.6973080133556;100.0;926747.0;272.15;278.2998121869783;286.05;2667225.4
2016-12-19;0.0;2.501938913791306;11.2;24001.1;0.0;0.00996559991660586;0.4;95.60000000000001;74.0;95.0830814135307;100.0;912132.0;273.45;278.81788283123115;283.75;2674699.95
2016-12-20;0.0;2.9320037886760684;14.8;27859.9;0.0;0.017006945906125025;1.2;161.6;72.0;93.70900862976215;100.0;890423.0;272.25;278.86641759629555;284.05;2649788.7
2016-12-21;0.0;4.261561150321289;11.8;40455.0;0.0;0.03164436953544718;0.8;300.40000000000003;71.0;95.41504266301486;100.0;905775.0;276.25;282.975713683767;286.35;2686288.45
2016-12-22;0.0;1.5901688907422853;6.4;15252.9;0.0;0.0032429614181439;0.6;31.1;64.0;94.61572143452878;100.0;907554.0;273.65;281.4091013344454;286.65;2699276.1
2016-12-23;0.0;4.603670111790762;13.5;43652.0;0.0;0.007256618500158211;0.8;68.8;1.0;94.86606201223371;100.0;899520.0;272.75;281.62937144062437;286.15;2670409.7
2016-12-24;0.0;3.2782235867033664;10.5;30966.1;0.0;0.0005929690808979247;0.4;5.6000000000000005;1.0;85.51260683760684;100.0;800398.0;274.85;281.8478615286894;286.05;2662334.9
2016-12-25;0.5;4.195925205361003;9.6;38820.7;0.0;0.002636982600237761;0.2;24.400000000000002;76.0;94.26173305225785;100.0;849581.0;279.55;284.16958283799846;286.15;2629421.15
2016-12-26;0.0;3.3706745182012847;12.0;31482.1;0.0;0.0035561268209083124;0.6;33.2;1.0;86.46896476491764;100.0;792661.0;273.65;282.26446621693975;286.25;2636067.85
2016-12-27;0.0;3.3953410634075003;12.8;32503.6;0.0;0.0004387339392040113;0.2;4.2;1.0;82.54697241889464;100.0;781142.0;270.35;277.1399613496292;283.15;2653060.85
2016-12-28;0.0;3.0248721427825904;11.2;28981.3;0.0;0.00016701461377870565;0.2;1.6;26.0;74.85210312075984;100.0;717158.0;269.85;276.6097745538044;287.55;2650198.25
2016-12-29;0.0;1.712449128665345;6.2;16410.4;0.0;0.00041749295480638765;0.2;4.0;47.0;86.50860899509549;100.0;829012.0;267.85;276.0328028801002;283.95;2645222.35
2016-12-30;0.0;1.687788955479452;7.1;15770.7;0.0;0.00048021714166405686;0.2;4.6000000000000005;53.0;94.98454953544211;100.0;909857.0;267.15;275.1986480843512;284.65;2636127.85
2016-12-31;0.0;1.7792317999106744;7.5;15934.8;0.0;0.0003337157159244968;0.2;3.2;71.0;94.50505787881949;100.0;906209.0;265.75;274.6949264782563;282.75;2634049.65
2017-01-01;0.0;3.181781508940253;10.8;29183.3;0.0;0.003065373787926181;0.8;29.400000000000002;66.0;92.41201000834029;100.0;886416.0;268.65;278.2044724770642;284.55;2668537.3
2017-01-02;0.0;3.6242854162320053;14.6;34742.4;0.0;0.0017316920509075737;1.2;16.6;69.0;92.88211975798039;100.0;890368.0;271.05;277.865355727102;283.45;2663617.3
2017-01-03;0.0;2.1574651138390513;12.0;20562.8;0.0;0.00037550850109523316;0.2;3.6;51.0;85.23988318731747;100.0;817280.0;268.25;274.7980496453901;282.05;2634763.7
2017-01-04;0.0;2.2262603936427747;10.8;21151.7;0.0;0.0005006780014603109;0.8;4.800000000000001;61.0;84.46464330413016;100.0;809847.0;267.95;276.86036712557365;283.25;2654537.2
2017-01-05;0.0;2.1047803347280336;11.5;20121.7;0.0;0.0;0.0;0.0;52.0;82.50355574147667;100.0;788899.0;268.95;277.763114411211;284.15;2655970.9
2017-01-06;0.0;2.512393745408752;12.3;23940.6;0.0;0.00035665582712682265;0.2;3.4000000000000004;54.0;86.91241871197818;100.0;828623.0;266.85;274.83187539332914;283.15;2620247.1
2017-01-07;0.0;2.053681208408155;8.5;19442.2;0.0;0.00031655587211142766;0.2;3.0;44.0;85.69592741084617;100.0;812226.0;268.45;276.7463072378139;284.05;2623001.5
2017-01-08;0.0;2.0105581637976004;7.4;19271.2;0.0;0.0025456442357850812;0.6;24.400000000000002;76.0;93.4699008868023;100.0;895909.0;275.85;281.1941314553991;286.25;2695245.75
2017-01-09;0.0;4.216647555509226;14.3;40450.3;0.0;0.013739184822266238;1.2;131.8;75.0;94.21815718157181;100.0;903929.0;272.65;281.06258077965396;284.95;2696514.4
2017-01-10;0.0;4.498382383635984;15.8;43103.5;0.0;0.00438093251277772;0.6;42.0;14.0;88.85352112676057;100.0;851661.0;276.55;281.6960454924875;284.95;2699774.9
2017-01-11;0.0;5.128662353923205;19.6;49153.1;0.0;0.002295492487479132;0.2;22.0;65.0;86.15736199519984;100.0;825646.0;279.65;283.0792779632721;300.35;2713031.8
2017-01-12;0.0;6.661939052389897;27.6;63834.7;0.0;0.04176396997497915;2.7;400.6;57.0;86.33378505160013;100.0;828200.0;273.85;280.1202595642656;285.25;2687193.65
2017-01-13;0.5;6.971100917431193;21.6;66866.8;0.0;0.009665311229277447;0.6;92.7;45.0;69.94151985822995;95.0;670949.0;273.65;278.2582977170854;282.55;2669331.85
2017-01-14;0.0;4.803146488851844;17.4;46100.6;0.0;0.00906438841425297;1.0;87.0;53.0;80.8259012294228;100.0;775767.0;271.25;278.94890602208795;283.75;2677351.6
2017-01-15;0.0;5.32990625;15.7;51167.1;0.0;0.0067083333333333335;0.8;64.4;67.0;86.99979166666667;100.0;835198.0;275.35;281.33896875;284.35;2700854.1
2017-01-16;0.0;4.585958511414573;12.3;43993.1;0.0;0.009799833194328608;0.6;94.0;77.0;93.54341707495048;100.0;897362.0;274.75;282.2718909621599;285.65;2707834.25
2017-01-17;0.0;2.6829878112303365;10.5;25754.0;0.0;0.00022921441967076476;0.2;2.2;33.0;78.64965100531305;100.0;754958.0;270.35;276.63108136264196;283.55;2655381.75
2017-01-18;0.0;4.5894890510948905;32.1;44013.2;0.0;6.252605252188413e-05;0.2;0.6000000000000001;14.0;65.60737730540794;97.0;629634.0;268.55;274.44463262115687;280.85;2633296.25
2017-01-19;0.0;4.652135324214263;32.3;44553.5;0.0;0.0;0.0;0.0;30.0;66.4572560467056;94.0;637458.0;266.55;274.395464970809;282.15;2632001.3
2017-01-20;0.0;2.4418405676126875;10.6;23402.6;0.0;0.0;0.0;0.0;52.0;79.00740508969545;99.0;757523.0;265.45;271.27746141009595;277.85;2601008.3
2017-01-21;0.0;2.058333333333333;8.5;19587.1;0.0;0.0003363110877561745;0.2;3.2;45.0;80.9026902059689;100.0;769870.0;264.35;272.9373896595208;280.65;2597272.2
2017-01-22;0.0;1.982401418735656;7.2;19003.3;0.0;6.257169673584317e-05;0.2;0.6000000000000001;30.0;71.05839416058394;99.0;681450.0;267.25;275.7933889468196;284.95;2644858.6
2017-01-23;0.0;1.7108136264194185;7.0;16422.1;0.0;0.0001875;0.2;1.8;25.0;64.44625;99.0;618684.0;267.25;276.28279166666664;286.05;2652314.8
2017-01-24;0.0;1.9124463069669984;10.4;18254.3;0.0;0.00020944601528955913;0.2;2.0;32.0;70.8890052356021;100.0;676990.0;265.65;276.1075916230366;285.25;2636827.5
2017-01-25;0.0;3.1921826141338334;14.5;30625.8;0.0;0.00022921441967076476;0.2;2.2;39.0;82.1497030940723;100.0;788555.0;265.35;274.13064381706425;282.95;2631380.05
2017-01-26;1.0;5.855697916666666;21.5;56214.7;0.0;2.0833333333333336e-05;0.2;0.2;43.0;76.10375;95.0;730596.0;268.05;274.3516666666667;281.25;2633776.0
2017-01-27;0.0;4.538903938320484;15.6;43564.4;0.0;0.020571071279699874;2.9;197.4;64.0;87.13398624713481;100.0;836312.0;272.15;278.3854865596999;284.45;2671943.9
2017-01-28;0.0;3.266635249764373;13.4;31193.1;0.0;0.008658053761200251;1.4;83.10000000000001;56.0;86.02291905406813;100.0;825734.0;271.15;279.1072559641629;285.55;2679150.55
2017-01-29;0.0;5.169519230769231;16.2;48386.7;0.0;0.015031250000000001;0.7;144.3;70.0;93.41114583333334;100.0;896747.0;271.25;281.4387395833333;285.05;2701811.9
2017-01-30;0.7;4.19255946116607;13.0;39837.7;0.0;0.012947279271649377;0.8;122.30000000000001;82.0;96.754375;100.0;928842.0;281.75;284.52507291666666;286.85;2731440.7
2017-01-31;0.0;3.8729991663193;13.1;37165.3;0.0;0.02635028009724131;4.6;249.3;80.0;95.13879337292904;100.0;913047.0;281.75;284.45156298843386;287.25;2729881.65
2017-02-01;0.0;5.237000313119716;18.8;50175.7;0.0;0.014563106796116505;1.4;139.5;68.0;93.45245798977142;100.0;895368.0;280.45;283.59114393069615;286.95;2717086.75
2017-02-02;1.5;8.229745249530174;21.4;78824.5;0.0;0.027313557551702526;1.4;261.5;65.0;84.4412194612654;100.0;808778.0;278.95;283.6125600334099;287.45;2716441.1
2017-02-03;0.0;6.554012992455993;24.7;62551.5;0.0;0.03803185914902536;2.7;362.90000000000003;63.0;84.92895315938384;99.0;810477.0;277.45;280.9393220161375;284.65;2681003.95
2017-02-04;0.0;4.156615191986645;21.7;39837.0;0.0;0.049144050104384135;1.9;470.8;55.0;85.31911120383893;100.0;817869.0;275.05;279.9765908616733;284.95;2683855.6
2017-02-05;0.0;6.381433632006668;21.4;61249.0;0.0;0.07578475336322871;5.2;726.7;55.0;85.02271543190581;100.0;815963.0;275.05;279.8442377826404;284.05;2685665.15
2017-02-06;0.0;4.409832810867293;15.4;42202.1;0.0;0.02764270061567359;1.1;264.90000000000003;61.0;91.19843505477309;100.0;874137.0;273.05;279.6867553468962;285.65;2680797.55
2017-02-07;0.0;4.10342851187995;14.3;39376.5;0.0;0.006628452318916103;1.2;63.6;54.0;84.50979574822843;100.0;810956.0;273.95;280.61296373488955;285.35;2692762.0
2017-02-08;0.0;3.168130607135406;13.9;30369.7;0.0;0.0015225779539055169;0.8;14.600000000000001;56.0;81.6678485764939;100.0;783113.0;271.15;278.8498852971846;284.65;2674170.4
2017-02-09;0.0;3.746058394160584;15.5;35924.7;0.0;0.00043791054113231155;0.2;4.2;47.0;81.65974973931178;100.0;783117.0;269.25;276.549968717414;281.85;2652114.2
2017-02-10;0.0;4.88015625;13.5;46849.5;0.0;0.0002708333333333333;0.6;2.6;51.0;80.49697916666666;100.0;772771.0;270.55;276.1810625;282.25;2651338.2
2017-02-11;0.0;3.385968935682268;13.9;32481.6;0.0;0.004794163626889005;0.6;46.0;49.0;82.72795497185741;100.0;793692.0;270.45;275.743944131749;280.25;2645487.4
2017-02-12;0.0;5.899545646661031;19.0;55833.3;0.0;0.00435897435897436;0.6;40.800000000000004;61.0;85.26701570680628;100.0;798014.0;270.85;275.86480927449514;283.45;2581818.75
2017-02-13;1.6;6.491815990778582;17.4;61951.4;0.0;0.006566142658539194;0.6;61.400000000000006;1.0;73.2027590632018;100.0;684519.0;277.75;283.677259116672;288.15;2652666.05
2017-02-14;0.0;3.479864371413667;13.7;33354.5;0.0;0.0061256709820018945;3.8;58.2;2.0;88.58637751342246;100.0;841482.0;278.55;283.59021041557077;288.95;2695524.95
2017-02-15;0.0;2.7407616066770997;11.7;26270.2;0.0;0.009640062597809078;1.0;92.4;1.0;88.29337273111017;100.0;836668.0;275.55;282.71888888888884;290.25;2709860.55
2017-02-16;0.0;1.3906396744234581;5.6;13326.5;0.0;0.0006257822277847309;0.2;6.0;1.0;90.60429703796412;100.0;868714.0;273.85;280.71852315394244;288.15;2691529.2
2017-02-17;0.0;1.983361116899354;11.0;19036.3;0.0;0.0006564551422319475;1.9;6.3;52.0;88.79579078974787;100.0;852262.0;272.55;280.72244217545324;288.75;2694374.0
2017-02-18;0.0;2.5667534903104814;9.5;24635.7;0.0;0.0002500781494216943;0.2;2.4000000000000004;34.0;79.94683411826269;100.0;763892.0;270.85;280.9238174619712;288.85;2696306.8
2017-02-19;0.0;2.475979574822843;8.2;23759.5;0.0;0.0010837849103793248;0.2;10.4;61.0;89.95633597332221;100.0;863221.0;270.35;280.3445289704043;286.85;2690186.1
2017-02-20;0.5;3.4612193850964044;9.3;33210.4;0.0;0.001979785349588413;0.2;19.0;14.0;96.70134473053268;100.0;927656.0;279.95;283.69537307211334;287.55;2722340.8
2017-02-21;0.0;3.8345845063079973;8.7;36777.5;0.0;0.0009175268480867481;0.8;8.8;72.0;91.01462140992167;100.0;871465.0;280.75;283.35742362631635;286.45;2717681.05
2017-02-22;1.4;5.329501356144377;11.4;51088.6;0.0;0.0011891102534682383;0.2;11.4;68.0;86.3860436007093;100.0;828183.0;281.05;283.29642745384376;287.35;2715962.85
2017-02-23;0.0;6.981160779410232;15.8;66998.2;0.0;0.004918203605293321;1.6;47.2;48.0;79.97665937272065;100.0;767536.0;276.95;282.51834427425234;287.05;2711328.55
2017-02-24;0.0;3.1648479147068045;14.1;30278.1;0.0;0.00037629350893697084;0.4;3.6;14.0;75.91579943235573;100.0;722187.0;272.85;280.0163357023411;286.15;2679196.3
